username,date,tweet
CocaCola,2021-03-26 23:48:38,"@ldnhal Thank you for bringing this to our attention. Please send us a direct message with more details, including your location, so we can work to resolve this. https://t.co/bw35WWIMo6"
CocaCola,2021-03-25 19:02:57,"@Monkeyvix Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-25 18:42:42,"@JevyBaby You may wish to contact the field office responsible for your area for assistance at: 

Consumer Information Centre Tel:  0860112526
Consumer Email:  ccsainfo@coca-cola.com"
CocaCola,2021-03-25 17:40:49,"@The_EricYoung Thanks for reaching out and we'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EDT, providing Case # 01476557."
CocaCola,2021-03-25 17:19:40,"@ramnareshjha We'd like to help. Please contact the office in India at 1800-208-2653
or indiahelpline@coca-cola.com. Thanks for reaching out!"
CocaCola,2021-03-25 15:35:16,"@teena_darling Thanks for your interest in Citra! Our brands are not available to be purchased from overseas bottlers. We’ll share your request to see Citra available in the U.S. To learn more about the wide variety of beverages we offer here in the U.S., check out https://t.co/ZbyDpsgpDJ"
CocaCola,2021-03-25 15:29:48,"@BeKindAlways73 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-25 13:08:22,"@MiloVReilly16 Thanks for reaching out and we'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference # 01476110."
CocaCola,2021-03-25 12:26:01,@elloelen Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-25 00:54:27,"@Mystime Our goal is to help achieve fair, secure elections where access to voting is broad-based and inclusive. For more information, visit: https://t.co/RhgRlRtQ6I"
CocaCola,2021-03-24 20:45:04,"@dtibbles You are welcome to use 

https://t.co/GQJ30IOzAt"
CocaCola,2021-03-24 20:42:20,"@ivytowers Our goal is to help achieve fair, secure elections where access to voting is broad-based and inclusive. For more information, visit: https://t.co/RhgRlRtQ6I"
CocaCola,2021-03-24 20:10:52,"@j65722922 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/pqfYGdByS3 to find what is available in your area."
CocaCola,2021-03-24 19:33:01,@dzacharandai We'd never encourage anyone to be less of themselves. We apologize to those who were offended by this content that we immediately removed when we learned that it was accessible through our company training platform.
CocaCola,2021-03-24 19:31:32,"@dtibbles Hi David! You have reached Coca-Cola USA. We ask that you please forward your messages to Coca-Cola UK so they can capture your feedback.

Toll free:  0800-227711
https://t.co/Hbbt5qLvNy
Twitter @CocaCola_GB
Facebook:  https://t.co/pFXhTBs0Qb"
CocaCola,2021-03-24 19:14:52,"@agrigia We apologize to those who were offended by this content. To be clear, it was not a part of our training curriculum and we immediately removed the links."
CocaCola,2021-03-24 19:06:39,"@SmitheeRebecca When we learned that content was accessible through our company training platform, we immediately removed the links to that content due to them not aligning with our goal of building a better workplace, one that is respectful for all."
CocaCola,2021-03-24 18:49:50,"For more on how The Coca-Cola Company is advocating for the defense and safety of the AAPI community, click the link in bio. #StopAsianHate"
CocaCola,2021-03-24 18:49:50,"We’ve also donated $1M to The Asian American Legal Defense &amp; Education Fund, $500K to Asian Americans Advancing Justice and $100K to the National ACE #AAPIStrong program supporting AAPI businesses overcoming impact of the coronavirus epidemic."
CocaCola,2021-03-24 18:49:49,"Today, The Coca-Cola Foundation will donate an additional $250,000 to the Center for Pan Asian Community Services in support of Atlanta’s Asian American community."
CocaCola,2021-03-24 18:49:49,"We condemn the racist incidents targeting the AAPI community. Together we must stand up against hate. Together we must support the AAPI community. 
#StopAsianHate https://t.co/qrthPjlsso"
CocaCola,2021-03-24 16:51:10,"@peggywap Thanks for reaching out and we'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01474550."
CocaCola,2021-03-24 14:42:01,"@JeanCoz Thanks for reaching out to us, Jeanna. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-24 12:45:40,"@ISISH38 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-24 12:40:38,"@doximoma Thanks for reaching out to us again. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-24 12:33:05,"@Thiagocesarlm Hi, Thiago. Please send us a direct message with your country location, so we can point you in the right direction. Thanks!"
CocaCola,2021-03-24 12:18:49,"@Benjami75898142 You may wish to contact the field office responsible for your area for assistance at: 

Consumer Information Centre Tel:  0860112526
Consumer Email:  ccsainfo@coca-cola.com"
CocaCola,2021-03-23 23:42:01,@SukreetJ We'd like to look into this. Please send us a private message with the country where you are located so we can point you in the right direction. Thanks for reaching out!
CocaCola,2021-03-23 22:26:46,"@CindyT2017 Hi Cindy, for product availability we suggest checking our product locator at: https://t.co/ZbyDprYOf9"
CocaCola,2021-03-23 20:19:51,"@Mutathu Hello.  Please contact our office in India directly via:

Consumer Line:  1800-208-2653
Consumer Email:  indiahelpline@coca-cola.com"
CocaCola,2021-03-23 20:01:10,"@MorganJEast Hello Morgan. Since these are only available for a few weeks, most likely they are in retail stores that sell Passover goods and beverages."
CocaCola,2021-03-23 19:49:46,"@adammaglio Thanks for reaching out and we'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01473103."
CocaCola,2021-03-23 18:26:47,"@Sailr2060Chiron Thanks for sharing this request, Lauren. We don't have any plans to re-introduce Coca-Cola Georgia Peach at this time, but we'll pass this along to our team. Cheers!"
CocaCola,2021-03-23 14:16:37,"@MorganJEast Hello Morgan. The following products are in stores for Kosher for Passover in 2021:
Coca-Cola (2 liter)
Diet Coke (2 liter)
Simply Orange Juice- Pulp Free (32 ounce, 52 ounce, 52 ounce Twin Pack, 89 ounce)
Simply Orange Juice- High Pulp (52 ounce, 52 ounce Twin Pack, 89 ounce)"
CocaCola,2021-03-22 19:08:40,"@BrillKatie Hi Katherine! You have reached Coca-Cola USA's Twitter account. We would ask that you reach out to Coca-Cola UK so that they can respond to your inquiry. 

Toll free:  0800-227711
Website:  https://t.co/Hbbt5qLvNy
Twitter @CocaCola_GB 
 Facebook:  https://t.co/pFXhTBs0Qb"
CocaCola,2021-03-21 23:16:06,"@Angelina_blondi Hi there Angelina! Unfortunately, we aren’t accepting any formal sponsorship requests at this time, but thanks for sharing your passion with us! It’s fans like you that make us who we are."
CocaCola,2021-03-21 22:30:28,"@adedokun_idris Hi, please send us a private message providing your country's location, and we'll be happy to point you in the right direction! https://t.co/bw35WWIMo6"
CocaCola,2021-03-21 22:27:44,@doximoma Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-21 19:46:19,"@WayneMccreery Thanks for reaching out to us, Wayne. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/YTqt0Rlyi6 to find what is available in your area."
CocaCola,2021-03-20 21:50:27,@CordWx hi leonard. thanks for the diet coke flavor love. during these unprecedented times there has been a very high demand for our products. we are temporarily shifting our focus toward producing the products with the highest demand.
CocaCola,2021-03-20 19:24:16,@MNidhal21 Please contact our local office in the Inida for further assistance. They can be reached via email at: indiahelpline@coca-cola.com. Thanks for reaching out!
CocaCola,2021-03-20 19:21:51,"@EnceladusW Thanks for being a Coca-Cola fan! We love seeing your photo, but we can't use them at this time. We appreciate you sharing the love!"
CocaCola,2021-03-20 17:39:55,@jasonlowrie Please contact our local office in the South Africa for further assistance. They can be reached via email at: ccsainfo@coca-cola.com. Thanks for reaching out!
CocaCola,2021-03-20 17:08:39,"@Sean_K_Taylor In order to better assist you please send us a private message providing more detailed information, and we'll be happy to point you in the direction! https://t.co/bw35WWIMo6"
CocaCola,2021-03-20 14:29:48,"@ticklemeusilly1 Sorry to hear that, Kim. We’d like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01468716. Thanks for reaching out!"
CocaCola,2021-03-20 13:49:46,"@AZritkodude Thanks for reaching out to us, David. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-19 23:23:45,@UCLAMBB Unbelievable comeback and an unbelievable TEAM! Way to go Bruins! 🏀
CocaCola,2021-03-19 21:34:25,@eMLS TFW a kit is cooler than an ice-cold Coke and worthy of a heartwarming cause.♥
CocaCola,2021-03-19 21:26:57,"@MLS Great cause, great jersey and the weekend? Score! ⚽️🥅🙌"
CocaCola,2021-03-19 21:00:47,"@webby12 Hi Kaz, thank you for messaging Coca-Cola USA. We ask that you contact Coca-Cola UK.

Toll free: 0800-227711
Website: https://t.co/Hbbt5qLvNy
Twitter @CocaCola_GB
https://t.co/pFXhTBs0Qb"
CocaCola,2021-03-19 20:58:55,@sauceysocialist We appreciate you being a fan! Have a great weekend!
CocaCola,2021-03-19 20:44:21,"@sauceysocialist Hi! Thanks for sharing this idea with us. While we can't make any promises at this time, we can promise we are seriously feeling the Coca-Cola love."
CocaCola,2021-03-19 20:44:04,"@missdmharding I am sorry you had that issue.  Please reach out to the UK office with the information provided below;

gbcic@coca-cola.com or call 0800 22 77 11  Option 2 M-F 9-5"
CocaCola,2021-03-19 20:14:36,"@MsRegineAnne We appreciate your loyalty. In order to meet extremely high demand, we’re temporarily focusing on the availability of certain products. We hope you'll try one of our other products and check back later as we're working hard during this unprecedented time to keep shelves stocked."
CocaCola,2021-03-19 19:27:08,"@Indepen55582046 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-19 19:06:11,"@macun81 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-19 19:02:54,"@whoviankaleigh Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-19 14:30:31,"@Dmels Thanks for reaching out to us, Daniel. We appreciate you sharing your feedback with us and we will share your comments with the team."
CocaCola,2021-03-19 14:30:21,"@ccourtney_x You may wish to contact the field office responsible for your area for assistance at:

Tel: (44) 020 8237 3000
Toll free: 0800-227711
Coca-Cola Great Britain Twitter (@CocaCola_GB): https://t.co/exFdaauQVR"
CocaCola,2021-03-19 14:00:26,"@enticingmadnes1 As part of our World Without Waste vision, we’ve committed to make bottles with an average of 50% recycled content by 2030. And while the majority of our packaging is recyclable, we are working to get to 100% recyclability. Learn more: https://t.co/2bGKDGVJcS"
CocaCola,2021-03-19 12:43:50,"@WoodyPlaysYT Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-19 12:34:12,"@maleho_tshidiso You may wish to contact the field office responsible for your area for assistance: 

Switchboard Tel:  27/11/644-0666
Consumer Information Centre Tel:  0860112526
Consumer Email:  ccsainfo@coca-cola.com"
CocaCola,2021-03-18 18:57:59,@cnarq02 Hi there. For product availability we suggest checking our product locator at: https://t.co/ZbyDpsgpDJ
CocaCola,2021-03-18 18:57:53,"@WannaGet_NAYkid Hi Sadette! It's only here for the holiday season, so get it while you can!"
CocaCola,2021-03-18 16:30:47,"@RajniJa17383750 Thank you, Rajni. You can contact Coca-Cola India at indiahelpline@coca-cola.com for assistance. Best wishes!"
CocaCola,2021-03-18 16:26:59,"@RajniJa17383750 We're sorry to hear that, Rajni. Please DM us with the country you're located in, so we can point you in the right direction. Thanks for reaching out!"
CocaCola,2021-03-18 14:39:49,"@mathewjs2000 Hi, Mathew. Please contact our New Zealand office at nzl.coke@anz.ccamatil.com for assistance with their promotions. Thanks for reaching out!"
CocaCola,2021-03-18 13:47:31,"@sxq_13 We'd like to help, Sarah. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01465373. We look forward to hearing from you."
CocaCola,2021-03-18 13:29:58,@KanishkSanghi Please contact Coca-Cola India at  indiahelpline@coca-cola.com for assistance. Thank you for letting us know!
CocaCola,2021-03-17 22:31:00,"@EnceladusW Thanks for being a Coca-Cola fan! We love seeing your art, (we can't use it). We appreciate you sharing the love!"
CocaCola,2021-03-17 18:50:08,@Degrata_ Thank you for reaching out to us. Please contact our offices in Kenya at: consumercare@coca-cola.com for more assistance.
CocaCola,2021-03-17 14:38:54,"@KamalSaba2 Hello Kamal.  Please direct your question directly to our office in India via their Consumer Line:  1800-208-2653 or 
Consumer Email:  indiahelpline@coca-cola.com"
CocaCola,2021-03-17 13:06:08,"@Braydenelson10 Hi Brayden. We are always honored when fans like you contact us to offer their services. Unfortunately, we currently are not in need of these services. We wish you the best of luck on your search for new opportunities!"
CocaCola,2021-03-17 12:53:24,"@hannah_be_nana Thanks for being a passionate flavor fan. During this unprecedented time, we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages."
CocaCola,2021-03-17 12:31:27,"@hannah_be_nana Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-17 12:30:36,"@KimberlyAField Hi Kimberly, for product availability we suggest checking our product locator at: https://t.co/ZbyDpsgpDJ"
CocaCola,2021-03-17 12:26:33,@frog98007 Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-16 18:52:31,"@hazbeef Hello Hayley. Please contact our office in England directly by calling Tel:  (44) 020 8237 3000 or Toll free:  0800-227711.

Best wishes."
CocaCola,2021-03-16 17:43:23,"@Douglasbeezy Hi! We appreciate your flavor fandom. Temporarily, we are shifting our focus to accommodate our beverages with the highest demand. Be on the look out for other packaging alternatives as well as plastic bottle options in the meantime."
CocaCola,2021-03-16 16:09:16,@likubles Great question! These codes are for you to enter at https://t.co/lMYjaEGYmc to get instant rewards from the brands you love!
CocaCola,2021-03-16 15:23:27,"@mulla_joheb Hi J_M! We ask that you contact Coca-Cola India to get more information about their local initiatives.

Consumer Line:  1800-208-2653
Consumer Email:  indiahelpline@coca-cola.com
Website:  https://t.co/1ww2HNE92K"
CocaCola,2021-03-16 15:08:38,"@LiumJones You may wish to contact the field office responsible for your area for assistance at:
Tel: (44) 020 8237 3000
Toll free: 0800-227711"
CocaCola,2021-03-16 14:06:55,"@MarkTuribu Hi Mark! Please reach out to our Kenya team.

Twitter (@CocaColaAfrica):  https://t.co/0FWkniwFN8
Facebook:  https://t.co/Dh226E0EaS
Tel:  +254727093444
Email:  consumercare@coca-cola.com"
CocaCola,2021-03-16 14:02:58,"@nikhilpandey19 Hi Nikhol, we ask that you reach out to Coca-Cola India for assistance. 

Line:  1800-208-2653
Email:  indiahelpline@coca-cola.com
https://t.co/1ww2HNE92K
Twitter (@CocaCola_Ind)
Facebook:  https://t.co/b1VHYANnvK"
CocaCola,2021-03-16 13:47:41,"@MaggieJuneB Sorry to hear that, Maggie.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing reference case# 01461053. Thanks for reaching out!"
CocaCola,2021-03-16 13:13:40,@Ravatex Please contact our local office in the Great Britain for further assistance. They can be reached via email or phone at: gbcic@coca-cola.com or call 0800 22 77 11  Option 2 M-F 9-5. Thanks for reaching out!
CocaCola,2021-03-16 12:44:02,@jfredricsmith Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-15 23:17:16,"@mshelton4585 We'd like to help, Melanie. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01460049. We look forward to hearing from you."
CocaCola,2021-03-15 21:18:36,@howcanyoubeech Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-15 20:13:21,@JRusznakPT We appreciate you taking the time to make us aware of this situation.  We certainly expect our employees to continuously display safe and professional behavior.  I will be forwarding these details to the appropriate management for follow-up with the employee.
CocaCola,2021-03-15 17:00:38,"@Raj29464122 Please contact our office in India directly via their Consumer Line:  1800-208-2653 or via their Consumer Email:  indiahelpline@coca-cola.com

Best wishes!"
CocaCola,2021-03-15 16:46:45,@Klassysnatch Thanks for contacting Coca-Cola USA. We appreciate your feedback. Feel free to share your concerns about the product with your local team. They will be delighted to assist with any concerns.
CocaCola,2021-03-15 16:12:05,"@Klassysnatch We ask that you contact your local team for assistance in taking a report and assisting you.

Toll free:  0800-227711
Website:  https://t.co/Hbbt5qLvNy
Twitter (@CocaCola_GB):  https://t.co/exFdaauQVR
Facebook:  https://t.co/pFXhTBs0Qb"
CocaCola,2021-03-15 15:58:20,"@HOOPSWITHOUTLI1 For assistance, please contact our field office at: Tel No: +254727093444 or Email: consumercare@coca-cola.com"
CocaCola,2021-03-15 15:44:17,"@jrharbort Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-15 14:09:24,"@GLOSSton We'd like to help. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01459025. We look forward to hearing from you."
CocaCola,2021-03-15 14:04:51,"@943prem We're sorry for the trouble. Please contact the branch in your area from the contact information below for further assistance: 

Consumer Line:  1800-208-2653
Consumer Email:  indiahelpline@coca-cola.com"
CocaCola,2021-03-15 14:03:08,"@DjFalela We're sorry for the trouble. Please contact the branch in your area from the contact information below for further assistance: 

Tel:  +254727093444
Email:  consumercare@coca-cola.com"
CocaCola,2021-03-15 13:36:11,@takingiteasy76 Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-15 12:42:57,"@TontoHrschewitz Thank you for bringing this to our attention. Please send us a direct message with more details, including your location, so we can work to resolve this. https://t.co/bw35WWIMo6"
CocaCola,2021-03-14 23:16:42,"@dontwrrydarIing We'd like to help, Amy. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01457603. We look forward to hearing from you."
CocaCola,2021-03-14 19:31:34,"@cassandraLclark We'd like to help, Cassandra. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01457404. We look forward to hearing from you."
CocaCola,2021-03-14 16:02:47,@rachsuyat ❤️❤️
CocaCola,2021-03-14 16:01:59,@grewky Now that's a pro-tip! 🙌
CocaCola,2021-03-14 16:01:36,@JustJeffW We see what you did there... 😅
CocaCola,2021-03-14 15:30:00,RT if you've ever hid the last Coca-Cola in the fridge. 👀
CocaCola,2021-03-13 23:40:14,"@Klassysnatch We're sorry to hear this. Please DM us with the country you're located in, so we can better assist you. Thanks for reaching out!"
CocaCola,2021-03-13 19:56:36,"@chrisgoulduk We're sorry to hear this, Chris. Please DM us with the country you're located in, so we can better assist you. Thanks!"
CocaCola,2021-03-13 15:24:56,"@libraryturner Hi Sandra, please phone us on our freephone number (ROI) 1800 317 318, (NI) 0800 317 318.
+353 1 6694200
(Monday – Friday: 09.00 – 17.00)"
CocaCola,2021-03-13 13:38:18,@MillyK_01 We are sorry to hear that. Please feel free to reach out to our field office at: https://t.co/QdPdQr2dLy
CocaCola,2021-03-13 00:58:22,"@laugh_leave Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDpsgpDJ to find what is available in your area."
CocaCola,2021-03-12 15:07:32,"@PSRAJPU81457820 Hello, please contact our office in your area for further assistance. Here is their contact information:
India
Consumer Line:  1800-208-2653
Consumer Email:  indiahelpline@coca-cola.com
Website:  https://t.co/1ww2HNE92K"
CocaCola,2021-03-11 22:33:29,@averysxcrawf 🤗 ♥️
CocaCola,2021-03-11 15:17:29,"@donpoolaw Hi, Donald. Please DM us with more information. Is this your place of business or are you wanting to purchase Coca-Cola products in the theater?"
CocaCola,2021-03-11 15:11:39,"@Boipelo_Ursula Hi Opelo, where are you located? Please send us a DM with the address of the business."
CocaCola,2021-03-11 15:03:21,@MARKREAMS3 Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-11 14:56:06,"@babytata We're sorry to hear this. The final price of our products is actually set by the retailer, so you may wish to contact their corporate office for assistance. We'll share this information with our team."
CocaCola,2021-03-11 14:55:41,"@kate4494 We are feeling the love and here for that combo, Kate!"
CocaCola,2021-03-11 14:41:59,@rose_valenciia Sounds like the cold can is the way to go! 😋
CocaCola,2021-03-11 14:20:26,@Anerrdgirrl Say goodbye to your afternoon lull. 👋
CocaCola,2021-03-11 14:03:51,@Fabby631 Here for this! 🙌
CocaCola,2021-03-11 14:01:25,@dabigtummychef This made us smile! 😁
CocaCola,2021-03-11 13:45:43,"@BigMooseDogTrai Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/ZbyDprYOf9 to find what is available in your area."
CocaCola,2021-03-11 13:43:05,"@SxmmerFlames Hi Matt! Unfortunately, we aren’t accepting any formal sponsorship requests at this time, but thanks for sharing your passion with us! It’s fans like you that make us who we are."
CocaCola,2021-03-11 13:11:36,"@MNidhal21 You may wish to contact the field office responsible for your area for assistance at: 

Consumer Email:  indiahelpline@coca-cola.com"
CocaCola,2021-03-11 00:54:45,"@lore_barona You may wish to contact the field office responsible for your area for assistance at: 

Tel:  (44) 020 8237 3000
Toll free:  0800-227711"
CocaCola,2021-03-10 23:19:08,@StevenReeg Hi Steven. This is not a product of the Coca-Cola Company. We would recommend reaching out to the manufacturer of that product directly for assistance.
CocaCola,2021-03-10 23:10:36,"@outkastz Thank you for reaching out to us. The store personnel are responsible for ensuring that the products are stocked and available for consumption. In the future, please inform the store personnel, so that they can replace the cartridges that create drink choice. We hope this helps."
CocaCola,2021-03-10 20:42:46,@ArtHealey We appreciate your loyalty to the brand and do understand the disappointment. We will be sure to share your comments.
CocaCola,2021-03-10 19:39:02,"@Avi23Mishra We'd like to look into this, Avinash. Please send us a direct message with the country where you are located, so we can point you in the right direction. Thanks for reaching out!"
CocaCola,2021-03-10 17:20:35,@Bambs73 Thank you for reaching out to us. Please contact Coca-Cola Spain at: https://t.co/qsaqXPkV5T for more assistance.
CocaCola,2021-03-10 17:10:07,@ArtHealey hi Art. thanks for the diet coke with splenda flavor love. during these unprecedented times there has been a very high demand for our products. we are temporarily shifting our focus toward producing the products with the highest demand.
CocaCola,2021-03-10 16:23:40,@Ritzcrackers We're honored to have made your starting snack lineup!
CocaCola,2021-03-10 14:48:40,"@halisava Hi! We appreciate your flavor fandom. Temporarily, we are shifting our focus to accommodate our beverages with the highest demand. Be on the look out for other packaging alternatives as well as plastic bottle options in the meantime."
CocaCola,2021-03-10 14:19:06,"@dr4g0nfUrY13 The Coca-Cola Company is in no way associated with these messages. We are not a sponsor for this organization, and our name and trademarks are being used without permission.  This appears to be a form of fraud known as ""phishing."""
CocaCola,2021-03-09 22:04:40,@dsmith0429 Snacking done right. 😋
CocaCola,2021-03-09 22:02:53,@MeTelegirl69 A great ratio! 😁
CocaCola,2021-03-09 21:59:51,@Hassatoujalloh7 Here 👏 For 👏 This 👏
CocaCola,2021-03-09 21:07:27,@24Lakers7 100% here for this!
CocaCola,2021-03-09 21:06:47,@LittleMissLaneE Light ice is always nice!
CocaCola,2021-03-09 21:02:51,@Zineb22893285 A great choice! ♥️
CocaCola,2021-03-09 20:54:14,@ItsAlexOwDuh Alex you are a true Coca-Cola Connoisseur. ♥️
CocaCola,2021-03-09 20:45:48,@A_Bin_Chicken Chilled can = 💯
CocaCola,2021-03-09 20:34:18,@TheAngelaBagos This is what we call a drink hack! ♥️
CocaCola,2021-03-09 20:33:03,@chinita671 We are here for mixing it up!
CocaCola,2021-03-09 20:31:48,@ChynaDoll1227 All about the full taste! 😋
CocaCola,2021-03-09 19:00:17,"@rahul3n We'd like to look into this. For further assistance, please contact the office at indiahelpline@coca-cola.com or 1800-208-2653.  Thanks for reaching out!"
CocaCola,2021-03-09 17:56:23,"@chrisagasso Thanks for the love, Christopher! Happy 40th.  While we don’t have coupons available to send out on request, we would recommend you check your local newspaper or supermarket flyer/shopper app for coupons or specials. We appreciate your loyalty!"
CocaCola,2021-03-09 17:01:16,@koinoits Here for this ratio! 👆
CocaCola,2021-03-09 16:58:44,@MzBossBamm Sometimes less is more! 🙌
CocaCola,2021-03-09 16:57:11,@GangFanta 👀👋
CocaCola,2021-03-09 16:52:52,@POlivia68 You're really selling us with this image. 🤩
CocaCola,2021-03-09 16:50:42,"@rlindys51 That's very specific, and we're here for it. 👏"
CocaCola,2021-03-09 15:47:25,@ata_mom You’re cooler than an ice-cold Coke. ❄️
CocaCola,2021-03-09 15:45:49,@lwithchez1008 Sounds like your mom has great taste. 😉
CocaCola,2021-03-09 15:44:49,@TheAgingSea Now we're talking. 😋
CocaCola,2021-03-09 15:43:55,@ImagesAri We like your style. 😎
CocaCola,2021-03-09 15:15:00,"What's the right amount of ice in a Coca-Cola?
🔁: The more the better!
♥️: An even 50/50 split!
💬: Other"
CocaCola,2021-03-09 14:45:34,"@JRusznakPT We apologize for any inconvenience, please provide us with the location and date of the incident."
CocaCola,2021-03-09 13:29:07,@Waunahavefun Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-03-08 22:52:30,"@elenichols Thanks for reaching out and we'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01449034."
CocaCola,2021-03-08 21:48:31,"@cindyober Don't give up on us! We’re sorry to hear you’re having a hard time finding us, but know that we’re doing all we can to get back on shelves. Visit https://t.co/WAgxEWibTX to see if there's any in your area."
CocaCola,2021-03-08 20:22:26,"@NicolaJShaw Thank you for reaching out to us, Nicola. Please contact Coca-Cola Great Britain at: https://t.co/BGPM2HJRwP for more assistance."
CocaCola,2021-03-08 19:44:39,"@jamesbol2021 My pleasure, have a great week!"
CocaCola,2021-03-08 19:38:58,"@jamesbol2021 Hi James! Great question, the flavor recipe, and sweetener used are different. If you are looking for a zero calorie version of Coca-Cola give Coca-Cola Zero Sugar a try."
CocaCola,2021-03-08 18:24:27,@Snatch422 We're sorry to hear this. You can provide your feedback to our UK office at gbcic@coca-cola.com or call 0800 22 77 11  Option 2 M-F 9-5.
CocaCola,2021-03-08 15:12:02,"@e_musambi We'd like to look into this, Ayes. Please send us a direct message with the country where you are located, so we can point you in the right direction. Thanks for reaching out! https://t.co/bw35WWIMo6"
CocaCola,2021-03-08 15:04:20,"@sfsims01 Hi! We appreciate your flavor fandom. Temporarily, we are shifting our focus to accommodate our beverages with the highest demand. Be on the look out for other packaging alternatives as well as plastic bottle options in the meantime."
